,S Uri,Song,A Uri,Artist,Genre,Song Pop,Artist Pop
679,2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,711MCceyCBcFnzjGY4Q7Un,AC/DC,"['australian rock', 'hard rock', 'rock']",81,80
680,3aoDEt6zSuYQ47gzarlaVo,Money - 2011 Remastered Version,0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0,77
681,2b9lp5A6CqSzwOrBfAFhof,Crazy Train,6ZLTlhejhndI4Rh53vYhrY,Ozzy Osbourne,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']",8,70
682,2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,5xUf6j4upBrXZPg6AI4MRK,Soundgarden,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",77,65
683,1UBQ5GK8JaQjm5VbkBZY66,Sharp Dressed Man - 2008 Remaster,2AM4ilv6UzW0uMRuqKtDgN,ZZ Top,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock']",74,68
684,4hq0S6wznq7SHDyMOFXL9i,Tumbling Dice,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",66,77
685,1qOU8KzFifXE9YrgjVwYvc,Here I Go Again - 2018 Remaster,3UbyYnvNIT5DFXU4WgiGpP,Whitesnake,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",66,64
686,4vpeKl0vMGdAXpZiQB2Dtd,White Rabbit,2qFr8w5sWUITRlzZ9kZotF,Jefferson Airplane,"['acid rock', 'blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']",71,59
687,76TpWFiK5YCgw1hy26DWZp,What Is Life - Remastered 2014,7FIoB5PHdrMZVC3q2HE5MS,George Harrison,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",68,66
688,5eYwDBLucWfWI5KsV7oYX2,Mary Jane's Last Dance,4tX2TplrkIP4v05BNC903e,Tom Petty and the Heartbreakers,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",0,67
689,5y4761pjcksXs1hNsCmc4n,Sunshine Of Your Love,74oJ4qxwOZvX6oSsu1DGnw,Cream,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'psychedelic rock', 'rock', 'roots rock', 'supergroup']",0,61
690,7lksFyVBmmkYBTVQcxnvC3,What I Got,0EdvGhlC1FkGItLOWQzG4J,Sublime,"['reggae fusion', 'ska mexicano', 'ska punk']",0,69
691,1QaJWSCk3UMKLotnPCIHh1,Brass in Pocket - 2006 Remaster,0GByy3DcfbQwDvXGCWmzv9,Pretenders,"['album rock', 'art rock', 'classic rock', 'folk', 'folk rock', 'lilith', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'soft rock']",62,62
692,5OQsiBsky2k2kDKy2bX2eT,Learn to Fly,7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",77,76
693,5Ly2g3fnof2iFE8zsQZJX2,Back In The U.S.S.R. - 2018 Mix,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",0,82
694,4nuUssdgKFy2QyYHHNkZQW,Sunday Bloody Sunday - Remastered 2008,51Blml2LZPmy7TTiAg47vQ,U2,"['irish rock', 'permanent wave', 'rock']",62,76
695,5eU8qMd0TpaLqTGDZJaLDs,Need You Tonight,1eClJfHLoDI4rZe5HxzBFv,INXS,"['australian rock', 'dance rock', 'funk rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",67,68
696,3sY6z4pGcxpMwx3W026WtU,Peace of Mind,29kkCKKGXheHuoO829FxWK,Boston,"['album rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",0,65
697,7b4yGtR0rujvLi5EBfKKJ2,Take Me Home Tonight,4Tw2N3wdvJPGEU7JqMxFfE,Eddie Money,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",71,59
698,3IOQZRcEkplCXg6LofKqE9,Iron Man - 2012 - Remaster,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",67,71
699,1lhpxZT57yw5toGJtt8fGE,Old Time Rock & Roll,485uL27bPomh29R4JmQehQ,Bob Seger,"['album rock', 'classic rock', 'country rock', 'detroit rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",0,67
700,0Puj4YlTm6xNzDDADXHMI9,Sabotage,03r4iKL2g2442PT9n2UKsx,Beastie Boys,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock']",73,67
701,14XWXWv5FoCbFzLksawpEe,Riders on the Storm,22WZ7M8sxp5THdruNY3gXt,The Doors,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']",73,71
702,6gZVQvQZOFpzIy3HblJ20F,Man in the Box,64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'rock']",75,69
703,5p3JunprHCxClJjOmcLV8G,Walk On the Wild Side,42TFhl7WlMRXiNqzSrnzPL,Lou Reed,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'psychedelic rock', 'rock', 'singer-songwriter']",73,61
704,0NWPxcsf5vdjdiFUI8NgkP,Hey Joe,776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']",69,69
705,371VkfwKiXJxgH5ZPoQNHD,The Joker,6QtGlUje9TIkLrgPZrESuk,Steve Miller Band,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock']",0,66
706,0FeCO85RKW8fDRytwXof2x,Go Your Own Way,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0,78
707,1JkZg3eMQTmTn93E8Yd3UL,I Want You to Want Me,1LB8qB5BPb3MHQrfkvifXU,Cheap Trick,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam metal', 'glam rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'power pop', 'rock', 'soft rock']",70,62
708,4ItljeeAXtHsnsnnQojaO2,D'yer Mak'er - Remaster,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",66,76
709,6FsQrRpBLgsrFeAeiQqytm,Bang a Gong (Get It On) - 2003 Remaster,3dBVyJ7JuOMt4GE9607Qin,T. Rex,"['album rock', 'art rock', 'classic rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock']",63,60
710,6UGHk2cmbDC1oidVjXcCKo,Red Barchetta,2Hkut4rAAyrQxRdof7FVJq,Rush,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock']",59,65
711,3gLlcZQMvpwgtV9THHXrGp,Runnin' With The Devil,2cnMpRsOVqtPMfq7YiFE6K,Van Halen,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",0,71
712,4KfSdst7rW39C0sfhArdrz,Barracuda,34jw2BbxjoYalTp8cJFCPv,Heart,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",74,65
713,4pbG9SUmWIvsROVLF0zF9s,I Want To Hold Your Hand - Remastered 2015,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",71,82
714,4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',39T6qqI0jDtSWWioX8eGJz,The Doobie Brothers,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",72,66
715,79MMMdYL00iwKVHBSAUkLY,I Wanna Be Your Dog - 2019 Remaster,4BFMTELQyWJU1SwqcXMBm3,The Stooges,"['alternative rock', 'classic rock', 'detroit rock', 'new wave', 'permanent wave', 'post-punk', 'protopunk', 'punk', 'punk blues', 'rock']",61,52
716,3RZMzCvYsmJ0u2ioKTOsmJ,Honky Tonk Women - Mono Version,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",61,77
717,4vO9dmzNRqDhFY3jD1a3P7,Mississippi Queen,7LCp4MN0SOIVWlssid9KyE,Mountain,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'proto-metal', 'psychedelic rock']",71,53
718,6Qg7cgN1oZ5mG5nZe9UG0X,Behind Blue Eyes - Original Album Version,67ea9eGLXYMsO2eYQRui3w,The Who,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock']",0,67
719,1fDsrQ23eTAVFElUMaf38X,American Pie,1gRNBaI4yn6wCCTvRhGWh8,Don McLean,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",77,63
720,6qLEOZvf5gI7kWE63JE7p3,Interstate Love Song - 2019 Remaster,2UazAtjfzqBF0Nho2awK4z,Stone Temple Pilots,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",73,65
721,6qnhXRedMi71TBYRc9jm4o,Magic Carpet Ride,1WRM9i067hd2ujxxi8FI3m,Steppenwolf,"['acid rock', 'album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'proto-metal', 'psychedelic rock', 'rock']",0,61
722,7J4WbEdRTZGJDsSr5AACCw,Midnight Rider,4wQ3PyMz3WwJGI5uEqHUVR,Allman Brothers Band,"['album rock', 'blues rock', 'classic rock', 'country rock', 'double drumming', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']",0,63
723,7c1Dar0pIAW7w5TzaGjt9t,Jane Says,02NfyD6AlLA12crYzw5YcR,Jane's Addiction,"['alternative metal', 'alternative rock', 'blues rock', 'funk metal', 'funk rock', 'grunge', 'hard rock', 'nu metal', 'permanent wave', 'pop rock', 'rap rock', 'rock']",67,57
724,3qLZ866ZfaK0B0R5FIqXLG,She Sells Sanctuary,49DW3KvkyjHO35mK1JnSyS,The Cult,"['album rock', 'alternative rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",71,60
725,4gvea7UlDkAvsJBPZAd4oB,The Boys Of Summer,5dbuFbrHa1SJlQhQX9OUJ2,Don Henley,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']",78,64
726,3vCHmbyOgc6pgwLUWfU4pF,Somebody To Love - Remastered 2011,1dfeR4HaWDbWqFHLkxsg1d,Queen,"['classic rock', 'glam rock', 'rock']",0,83
727,3okPiJwW5nCLpug12sCL4p,All Day and All of the Night,1SQRv42e4PjEYfPhS0Tk9E,The Kinks,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock']",0,65
728,1HOMkjp0nHMaTnfAkslCQj,My Sharona,0Nn9YwJzcaeuU1jJL06e3r,The Knack,"['album rock', 'classic rock', 'new wave pop', 'pop rock', 'power pop']",76,57
729,3KPwt1LBpt1jVSHz8GXERo,Feel like Makin' Love - 2015 Remaster,5AEG63ajney2BoDXi0Vb84,Bad Company,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",68,60
730,3MODES4TNtygekLl146Dxd,Ramble On - 1990 Remaster,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",70,76
731,1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,4NgfOZCL9Ml67xzM0xzIvC,Janis Joplin,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",71,61
732,45s88Xopo6KvHc0PQ05aGg,My Generation - Mono Version,67ea9eGLXYMsO2eYQRui3w,The Who,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock']",60,67
733,5uvosCdMlFdTXhoazkTI5R,Light My Fire,22WZ7M8sxp5THdruNY3gXt,The Doors,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']",71,71
734,3U8Fx7zNTQrctytkj6Gqgd,Carnival of the Animals: The Swan,436sYg6CZhNefQJogaXeK0,Camille Saint-Saëns,"['classical', 'french romanticism', 'late romantic era']",61,61
735,1L4NadMj3Jj7YgGaikyhfr,"6 Consolations, S. 172: No. 3 in D-Flat Major (Lento, placido)",1385hLNbrnbCJGokfH2ac2,Franz Liszt,"['classical', 'late romantic era']",60,59
736,3hCPh4oVVjaM8tv9sFH8cx,"Suite bergamasque, L. 75: III. Clair de lune",1Uff91EOsvd99rtAupatMP,Claude Debussy,"['classical', 'impressionism', 'post-romantic era']",60,67
737,5xbuJuQsTVheVZvX2AJVIv,Spring 1 - 2012,2VZNmg4vCnew4Pavo8zDdW,Max Richter,"['compositional ambient', 'post-minimalism']",65,70
738,4tKmydUDl8OIeb7fioEsnl,Sonata No. 42 in D Minor (Arr. Ólafsson),3UyRRlpJO3uCojQkBibqNZ,Domenico Cimarosa,['classical era'],56,45
739,7elLKWtTEMCbOmYZ37ci9r,Temple White,2uFUBdaVGtyMqckSeCl0Qj,Ludovico Einaudi,"['bow pop', 'compositional ambient', 'neo-classical']",62,76
740,1eqyKmkcp7b2s1PU9fEZRS,Full Moon (Arr. Lewin for Guitar),2uFUBdaVGtyMqckSeCl0Qj,Ludovico Einaudi,"['bow pop', 'compositional ambient', 'neo-classical']",56,76
741,1BncfTJAWxrsxyT9culBrj,Experience,2uFUBdaVGtyMqckSeCl0Qj,Ludovico Einaudi,"['bow pop', 'compositional ambient', 'neo-classical']",78,76
742,6YDgMoJ8ssOuKjQ6jiz4Kk,"12 Études, Op. 10: No. 3 in E Major",7y97mc3bZRFXzT2szRM4L4,Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",52,72
743,28XMNc5If5BmJWYDU42gkw,"Violin Concerto No. 1 in A minor, BWV 1041: I. (Allegro moderato)",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",59,74
744,2d6ml9Qkx8r4EjuUyrdpRV,"Nocturne No.1 In B Flat Minor, Op.9 No.1",7y97mc3bZRFXzT2szRM4L4,Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",62,72
745,0vzSIBAqnN1HzvWrPbh6VF,Ala,2VKfXEWzhUi9siHBDTI02Y,Joep Beving,"['compositional ambient', 'neo-classical']",58,58
746,2ZrF3UfwS50CKE8jQQVjWj,Three Postludes (1981/82): Postlude No. 3,1bauOA5U5M3RwH2euX3Eq6,Valentin Silvestrov,"['ukrainian classical', 'ukrainian classical piano']",54,49
747,0aDl3mGEr6eZcSwoJo91Np,irreplaceable,72uoxerTvAd7x3cbfYmNc8,Chad Lawson,"['compositional ambient', 'neo-classical', 'new age piano']",51,54
748,7N2tmiKcG2bUgZkuRKXor4,"Cello Suite No.1 In G Major, BWV 1007: 1. Prélude",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0,74
749,1D5LT3ZUtwpXFpiv18M0R2,"Préludes / Book 1, L. 117: No. 8, The Girl with the Flaxen Hair",1Uff91EOsvd99rtAupatMP,Claude Debussy,"['classical', 'impressionism', 'post-romantic era']",44,67
750,3weNRklVDqb4Rr5MhKBR3D,Nuvole Bianche,2uFUBdaVGtyMqckSeCl0Qj,Ludovico Einaudi,"['bow pop', 'compositional ambient', 'neo-classical']",71,76
751,0H2VhGUC3P3hvwz8rdGIpC,"Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59",2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,"['classical', 'classical era', 'early romantic era', 'german romanticism']",56,70
752,64LTn5fTsPR0QLy7bVYl9w,"Nocturne No. 19 in E Minor, Op. 72, No. 1",7y97mc3bZRFXzT2szRM4L4,Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",59,72
753,0U69ZvJfshKs1OVIyW1E7B,"12 Violin Concertos, Op.8 ""Il cimento dell'armonia e dell' invenzione"" / Concerto No. 3 in F Major for solo violin, ""L'Autunno"" - RV293: 1. Allegro",2QOIawHpSlOwXDvSqQ9YJR,Antonio Vivaldi,"['baroque', 'classical', 'early music', 'italian baroque']",5,67
754,2vz6Zep5xyCIAZgIroYL1X,"Feed the Birds - From ""Mary Poppins""",1YZhNFBxkEB5UKTgMDvot4,Lang Lang,"['chinese classical performance', 'chinese classical piano', 'classical performance', 'classical piano']",52,59
755,41g83Usxjh9TRoxNGGqTTU,"Orfeo ed Euridice, Wq. 30 - Arranged Sgambati / Act 2: Melodie dell'Orfeo",7vfydQ0nVBVgJ0ajs8EtRM,Christoph Willibald Gluck,"['classical', 'classical era', 'early music', 'galante era']",0,50
756,0kckvKwPBjQuVLgwGnICAv,"Piano Sonata No.14 in C-Sharp Minor, Op. 27 No. 2 - ""Moonlight"": I. Adagio sostenuto",2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,"['classical', 'classical era', 'early romantic era', 'german romanticism']",43,70
757,7i9cdG6l1lg0xAraTublsw,"Waltz No. 19 in A Minor, KK IVb (Version for Harp in A Flat Minor)",7y97mc3bZRFXzT2szRM4L4,Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",54,72
758,1mlLOJXeUrwviYpUHYeZE8,"Le Carnaval des Animaux, R. 125: 7. Aquarium",436sYg6CZhNefQJogaXeK0,Camille Saint-Saëns,"['classical', 'french romanticism', 'late romantic era']",45,61
759,0OrZXWjGgGUuoIoqnLvtJN,Sometimes I Feel Like a Motherless Child,0fhN6BHa9pN66ZnsrI5NUR,Samuel Coleridge-Taylor,"['light music', 'post-romantic era', 'victorian britain']",49,35
760,5EGQC8qSbx5xQD8dlat1R3,Myfanwy (Arr. for Solo Cello),6OTr0YwLwGdv7mlmX27hRX,Sheku Kanneh-Mason,['classical cello'],50,54
761,6MgSw0gPRiCeYid2y2BgWS,"Morceaux de Fantaisie, Op.3: No.1 Elégie",0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']",0,61
762,5zIJsFst05gsrUdr9ghEpG,"Gottes Zeit ist die allerbeste Zeit, Sonatina az ""Actus tragicus""-ból, BWV 106",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",51,74
763,5qVqMPQdfFywNQIOP7Ncdz,Canon and Gigue in D major - arr. Max Seiffert: 1. Canon,62TD7509VQIxUe4WpwO0s3,Johann Pachelbel,"['baroque', 'classical', 'german baroque']",6,56
764,1GCpKbwGqAwleD1GK31zT0,"Nocturne No.2 In E Flat, Op.9 No.2",7y97mc3bZRFXzT2szRM4L4,Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",0,72
765,7rIWt3zlh2ntF1XDzj3wee,"Suite No.3 In D, BWV 1068: 2. Air",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",0,74
766,2XRnbXXt4vdrPdI3QL8Lym,"Swan Lake (Suite), Op.20a, TH 219: 1. Scene - Swan Theme",3MKCzCnpzw3TjUYs2v7vDA,Pyotr Ilyich Tchaikovsky,"['classical', 'late romantic era', 'russian romanticism']",0,65
767,7lY6qt63y0Ag5lpHMVglLo,"Symphony No.3 in F, Op.90: 3. Poco allegretto",5wTAi7QkpP6kp8a54lmTOq,Johannes Brahms,"['classical', 'german romanticism', 'late romantic era']",46,62
768,687dYpD7d1LTkxSA4H1Qzd,"Pavane, Op.50",2gClsBep1tt1rv1CN210SO,Gabriel Fauré,"['classical', 'post-romantic era']",0,59
769,5xVcnhVL0AwcOgbpuxTu6W,"Widerstehe doch der Sünde, BWV 54 (Transcr. by Víkingur Ólafsson)",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",52,74
770,1hX3yoGAJypm6dMMWLoyKo,"Goldberg Variations, BWV 988: Aria - Edit",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",47,74
771,4nd6FMCfNFWkbi2dnsf5I3,3 Gymnopédies: No. 1 in D Major: Lent et douloureux,459INk8vcC0ebEef82WjIK,Erik Satie,"['classical', 'early avant garde', 'early modern classical', 'impressionism', 'post-romantic era']",55,64
772,3NrOSg735np3PW8OEvt5F8,"Variations on an Original Theme, Op.36 ""Enigma"": 9. Nimrod (Adagio)",430byzy0c5bPn5opiu0SRd,Edward Elgar,"['british modern classical', 'classical', 'late romantic era', 'victorian britain']",44,53
773,4XJXYvjW0CB2MLMk8l7Vdi,"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 4. Double. Presto",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",46,74
774,5CBzaWVsJgl4DD1oNInz9b,"Vocalise, Op.34, No.14",0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']",0,61
775,1BpKbG3NkHgK5AypMtdUv9,Bachianas brasileiras No. 5: I. Aria (Cantilena): Adagio,0FK16dJDaoLTqNO9YhawG8,Plínio Fernandes,[],46,41
776,7zv2BCCUu8bwd9fo9BA8IK,"Das Wohltemperierte Klavier: Book 2, BWV 870-893: Präludium f-Moll, BWV 881",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",47,74
777,7cp3lHAPGcUbb7tJP0kuxl,Infra 5 - Orchestra Version,2VZNmg4vCnew4Pavo8zDdW,Max Richter,"['compositional ambient', 'post-minimalism']",50,70
778,1GBUqmdRjScFoG0cs8jEGZ,"Lyric Pieces Book III, Op.43: 6. To Spring",5ihY290YPGc3aY2xTyx7Gy,Edvard Grieg,"['classical', 'late romantic era', 'norwegian classical']",0,60
779,7KrdT8Zk0WGeyNtaCwQR08,"Die Walküre, WWV 86B - Concert version / Dritter Aufzug: The Ride of the Valkyres",1C1x4MVkql8AiABuTw6DgE,Richard Wagner,"['classical', 'german opera', 'german romanticism', 'late romantic era']",0,52
780,4Lpe7VxL34rcMnpfOwoqOI,"Requiem in D Minor, K.626: III. Sequentia: f. Lacrimosa",4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"['classical', 'classical era']",46,73
781,58vWVeAtv2LKwlYyRLPWV5,On the Nature of Daylight,2VZNmg4vCnew4Pavo8zDdW,Max Richter,"['compositional ambient', 'post-minimalism']",47,70
782,3vSOD8Ng5m8eLH4EhoJcTL,"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin",1Uff91EOsvd99rtAupatMP,Claude Debussy,"['classical', 'impressionism', 'post-romantic era']",47,67
783,4sh6V9AnglIBepfD5mTyqn,For Mark,2VKfXEWzhUi9siHBDTI02Y,Joep Beving,"['compositional ambient', 'neo-classical']",47,58
784,02xd7yuAEiLOF7rt4zlPep,River Flows in You - Orchestra Version,0fauHpmSHwodVYIjTqOGHz,Yiruma,"['korean instrumental', 'neo-classical', 'new age piano']",55,63
785,48i1p3R9l9f7zjcHPJysZZ,Wind Song,2uFUBdaVGtyMqckSeCl0Qj,Ludovico Einaudi,"['bow pop', 'compositional ambient', 'neo-classical']",63,76
786,3QPPP2YozZ5xmMmpDB3c9n,Hallelujah (Arr. Cello & Strings),5l8VQNuIg0turYE1VtM9zV,Leonard Cohen,"['canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']",0,63
787,67XXdBK80hV7APXgWwb3jg,"Preghiera (Arr. By Fritz Kreisler From Piano Concerto No. 2 In C Minor, Op. 18, 2nd Movement)",0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']",0,61
788,0EnEULk14Oso59QtQHVUoC,"Violin Concerto No. 2 in E, BWV 1042: 1. Allegro",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']",43,74
789,5wDBBKEIiDYwPQj4SpbBPI,"24 Préludes, Op. 28: No. 15 in D-Flat Major: Sostenuto",7y97mc3bZRFXzT2szRM4L4,Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",45,72
790,3FtVBG9AY9KEIXcMhCUrAG,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,"['classical', 'classical era', 'early romantic era', 'german romanticism']",44,70
791,1gK2cDl2dY7DFUEXvoMms6,"Variations and Fugue on a Theme by Handel, Op.24: Aria - Live",5wTAi7QkpP6kp8a54lmTOq,Johannes Brahms,"['classical', 'german romanticism', 'late romantic era']",0,62
792,6mfmrVSe5Cm7cvsNwW6uJk,"Ave Maria, S. 558 (after Schubert, D. 839)",1385hLNbrnbCJGokfH2ac2,Franz Liszt,"['classical', 'late romantic era']",50,59
793,6kFy7huUv9xoGw52pZgh6H,Nocturne (Arr. for Solo Violin and Piano),1zLIRG57NYJF3ckNxrQLzp,Dobrinka Tabakova,['21st century classical'],42,27
794,5Gm2tHCFTzb0vHZfReSr5f,Opus 18 - Silfur Version,6UEYawMcp2M4JFoXVOtZEq,Dustin O'Halloran,"['compositional ambient', 'neo-classical']",48,53
795,31BLOz0XDJPPDKI94Gd14v,"Main Title - From ""Star Wars: A New Hope""",3dRfiJ2650SZu6GbydcHNb,John Williams,"['orchestral soundtrack', 'soundtrack']",44,69
796,4u2Kn8DaYBEuB19AjWcMDn,The Drifter,1vYrIm6O7VtBGszIWe75mB,Gabríel Ólafs,"['background piano', 'neo-classical']",47,48
797,2B3o5ddgGObs1M0CGkdTr9,Spring 1 - 2022,2VZNmg4vCnew4Pavo8zDdW,Max Richter,"['compositional ambient', 'post-minimalism']",52,70
798,33DWEcHqtj1w5rnghLE77x,Schindler's List: Main Theme,3dRfiJ2650SZu6GbydcHNb,John Williams,"['orchestral soundtrack', 'soundtrack']",47,69
799,4CBIdJ5o1XyMlkUg4jOHWg,"Andante Spianato & Grande Polonaise Brillante in G Major / E Flat Major, Op. 22: 1. Andante spianato",7y97mc3bZRFXzT2szRM4L4,Frédéric Chopin,"['classical', 'early romantic era', 'polish classical']",41,72
800,65a1ng2xAbaRbYWsq9H2MH,Lionheart,25s9H1JQmTu3iuFzpXWUIg,Stephan Moccio,"['background piano', 'neo-classical']",55,56
